Zip Code,State,Geography,Total population,Male; Estimate; Total population,Female; Estimate; Total population, AGE - Under 5 years, AGE - 5 to 9 years, AGE - 10 to 14 years, AGE - 15 to 19 years, AGE - 20 to 24 years, AGE - 25 to 29 years, AGE - 30 to 34 years, AGE - 35 to 39 years, AGE - 40 to 44 years, AGE - 45 to 49 years, AGE - 50 to 54 years, AGE - 55 to 59 years, AGE - 60 to 64 years, AGE - 65 to 69 years, AGE - 70 to 74 years, AGE - 75 to 79 years, AGE - 80 to 84 years, AGE - 85 years and over
ZIP 73728,OK,ZCTA5 73728,1875,1051,824,1031,814,1067,959,814,742,1429,488,1357,941,1682,1827,1212,1140,615,669,651,669
ZIP 73729,OK,ZCTA5 73729,577,296,281,995,2532,1537,307,307,1121,1411,470,163,850,1755,1031,760,1465,1031,1357,597,380
ZIP 73730,OK,ZCTA5 73730,711,317,394,941,2080,1248,1628,705,633,1646,742,543,1013,1429,1682,1302,452,561,543,705,235
ZIP 73731,OK,ZCTA5 73731,136,57,79,271,271,398,0,2532,271,669,0,669,796,525,1339,2532,3997,1736,796,1339,0
ZIP 73733,OK,ZCTA5 73733,226,122,104,959,886,2008,633,886,1519,72,1194,235,2080,3202,2315,398,0,0,235,1447,0
ZIP 73734,OK,ZCTA5 73734,974,490,484,1339,1013,1917,1320,2044,922,796,488,1212,307,1447,1194,977,253,995,868,832,127
ZIP 73735,OK,ZCTA5 73735,623,305,318,778,1447,1863,1809,705,579,1194,1049,1284,1158,1718,724,488,1194,850,289,850,145
ZIP 73736,OK,ZCTA5 73736,414,208,206,832,1881,651,868,922,561,832,488,3021,922,2966,651,1176,525,832,488,217,253
ZIP 73737,OK,ZCTA5 73737,3295,1708,1587,1320,1176,1067,904,579,796,1827,796,832,1013,1736,1357,1031,1013,814,760,326,724
ZIP 73738,OK,ZCTA5 73738,1071,538,533,1121,1140,1176,1067,633,1302,1429,868,1320,977,1393,1646,1628,687,326,525,633,199
ZIP 73739,OK,ZCTA5 73739,235,117,118,380,922,1230,543,778,615,0,687,1393,1393,2460,1917,778,1393,778,778,2008,72
ZIP 73741,OK,ZCTA5 73741,1659,1320,339,271,705,597,434,488,1085,814,2351,2731,2351,1592,941,1194,1067,651,543,199,90
ZIP 73742,OK,ZCTA5 73742,4423,2187,2236,1067,1736,1881,1718,597,1194,1302,1266,1574,922,1284,941,579,307,633,525,253,307
ZIP 73743,OK,ZCTA5 73743,144,67,77,1013,633,1140,1375,886,760,886,1628,1755,1140,1375,2894,886,886,0,380,506,0
ZIP 73744,OK,ZCTA5 73744,232,82,150,1320,398,1954,1556,307,72,470,705,470,1954,2804,2804,1411,398,398,543,0,543
ZIP 73746,OK,ZCTA5 73746,9,5,4,0,0,0,0,0,0,0,0,0,0,8031,10057,0,0,0,0,0,0
ZIP 73747,OK,ZCTA5 73747,340,153,187,633,796,3238,633,1809,3401,525,959,850,1375,1429,434,271,163,217,959,0,380
ZIP 73749,OK,ZCTA5 73749,422,226,196,434,344,434,2134,1845,651,0,724,724,1411,1935,814,651,2008,1628,1194,814,344
ZIP 73750,OK,ZCTA5 73750,7083,3554,3529,1357,1393,1230,995,995,922,904,796,1375,1628,1302,1212,1013,868,742,597,525,235
ZIP 73753,OK,ZCTA5 73753,419,220,199,597,1158,1085,778,742,1809,1592,1339,561,1121,904,2370,1121,868,470,742,742,90
ZIP 73754,OK,ZCTA5 73754,1139,638,501,959,3111,922,1103,344,470,1375,868,904,1357,1121,1266,778,1375,1158,506,127,326
ZIP 73755,OK,ZCTA5 73755,908,430,478,1646,1140,344,1574,398,543,398,651,1700,1230,1140,1773,1049,1375,1248,561,814,506
ZIP 73756,OK,ZCTA5 73756,272,144,128,1067,1067,326,796,0,1664,1067,1067,995,724,597,2388,2189,1465,922,1339,271,127
ZIP 73757,OK,ZCTA5 73757,176,68,108,0,2062,1140,3401,0,615,416,724,2767,1447,506,2677,1031,0,307,814,199,0
ZIP 73758,OK,ZCTA5 73758,162,85,77,669,2460,1230,217,0,1556,778,1339,669,886,886,1682,3129,1013,217,1339,0,0
ZIP 73759,OK,ZCTA5 73759,1606,859,747,1266,1266,1013,1067,886,995,543,633,1212,1140,1176,1248,1194,850,1031,1013,742,796
ZIP 73760,OK,ZCTA5 73760,458,230,228,1067,832,1302,1972,1339,742,904,705,1067,1664,506,1230,995,669,669,1339,941,127
ZIP 73761,OK,ZCTA5 73761,495,229,266,995,922,579,1574,289,326,543,922,868,2225,3003,2116,1067,1067,506,615,72,398
ZIP 73762,OK,ZCTA5 73762,1912,974,938,1176,1556,959,742,760,1103,1429,651,832,1556,2116,1266,778,380,941,651,506,687
ZIP 73763,OK,ZCTA5 73763,1397,634,763,1013,832,1103,1212,235,669,488,977,597,1357,1610,2026,1284,1646,1067,669,1067,253
ZIP 73764,OK,ZCTA5 73764,117,62,55,1537,922,1537,0,0,307,1700,163,1537,307,2171,922,2478,1537,0,1230,1230,470
ZIP 73766,OK,ZCTA5 73766,1159,523,636,1320,2062,1176,796,742,1158,1574,1284,796,1194,1429,1067,814,687,687,651,398,271
ZIP 73768,OK,ZCTA5 73768,1641,794,847,1465,1284,1537,1429,1501,506,832,1284,1339,1230,922,1519,1013,669,488,380,380,289
ZIP 73771,OK,ZCTA5 73771,426,222,204,416,163,687,724,1393,886,1067,814,163,1610,814,2677,2116,1140,1664,561,724,470
ZIP 73772,OK,ZCTA5 73772,4341,2797,1544,850,904,904,579,1393,1429,1935,1393,1628,1664,1320,1049,1013,380,633,362,217,416
ZIP 73773,OK,ZCTA5 73773,1955,977,978,959,1429,2044,1429,977,904,1031,1194,941,1375,1140,597,1140,1140,904,380,235,235
ZIP 73801,OK,ZCTA5 73801,15181,7797,7384,1339,1610,1140,1302,1248,1375,1158,1393,832,995,1357,977,995,651,669,362,362,326
ZIP 73832,OK,ZCTA5 73832,886,448,438,1537,959,615,579,886,959,597,543,922,778,2225,1809,1266,1121,1447,977,724,163
ZIP 73834,OK,ZCTA5 73834,1781,796,985,1013,1212,1411,1212,687,814,850,1031,416,1501,1954,1140,1212,1049,362,868,760,615
ZIP 73835,OK,ZCTA5 73835,356,179,177,1266,1266,1375,1935,669,760,1827,1176,253,1682,1375,814,705,1519,506,109,54,814
ZIP 73838,OK,ZCTA5 73838,472,222,250,1158,687,1411,1067,1574,724,199,724,687,2261,922,2225,1230,724,1158,760,307,271
ZIP 73840,OK,ZCTA5 73840,801,407,394,434,1067,633,2207,904,307,362,1031,1393,2008,977,2080,1194,1194,633,796,434,434
ZIP 73841,OK,ZCTA5 73841,1436,1088,348,651,904,344,886,1049,2225,1519,2171,2134,1881,1537,868,525,362,289,344,235,145
ZIP 73842,OK,ZCTA5 73842,483,190,293,1121,597,2026,1121,1357,832,1085,868,488,832,1501,2171,1013,1429,561,217,742,145
ZIP 73843,OK,ZCTA5 73843,971,465,506,814,1682,1266,1176,724,977,995,561,832,1085,1049,1954,1339,1248,1103,525,506,271
ZIP 73844,OK,ZCTA5 73844,283,105,178,2297,72,1990,959,2297,326,127,1339,886,832,832,3075,1411,452,127,705,380,0
ZIP 73848,OK,ZCTA5 73848,2004,1079,925,1556,1284,1085,1284,705,1537,1158,1248,886,1031,1140,1284,1121,633,724,506,633,235
ZIP 73851,OK,ZCTA5 73851,101,49,52,3401,0,362,0,724,362,3401,543,543,0,724,1429,724,1972,3762,0,0,181
ZIP 73852,OK,ZCTA5 73852,2353,1198,1155,1537,1085,1140,1158,1049,977,1013,1031,977,1302,1158,2098,615,886,796,687,199,398
ZIP 73853,OK,ZCTA5 73853,473,233,240,1266,1194,1031,307,344,452,995,615,1954,651,1230,850,1827,922,2532,1537,307,109
ZIP 73855,OK,ZCTA5 73855,80,28,52,0,0,0,0,0,1140,0,0,0,687,2496,1809,1809,3853,1592,2044,235,2496
ZIP 73857,OK,ZCTA5 73857,672,352,320,832,398,651,814,778,1881,1718,995,886,1863,1176,1537,1284,1212,1537,398,109,0
ZIP 73858,OK,ZCTA5 73858,1572,774,798,1465,1574,1284,959,488,778,1447,1501,814,868,995,1357,977,904,742,796,452,705
ZIP 73859,OK,ZCTA5 73859,1646,850,796,1465,1646,760,977,1158,1375,1248,543,543,1736,1176,1266,922,597,904,886,543,326
ZIP 73860,OK,ZCTA5 73860,1586,838,748,1339,977,778,1284,1592,1718,760,326,977,1519,1447,1248,959,868,579,724,687,380
ZIP 73901,OK,ZCTA5 73901,122,47,75,3111,2225,0,0,1194,2370,0,0,0,0,2966,1628,0,0,2677,1935,0,0
ZIP 73931,OK,ZCTA5 73931,605,295,310,1103,2840,1791,778,181,271,1411,2370,1682,1049,470,724,724,1320,416,416,307,271
ZIP 73932,OK,ZCTA5 73932,2151,1091,1060,1682,1067,995,1121,416,1411,1194,687,1302,778,1899,1085,886,1176,832,669,488,380
ZIP 73933,OK,ZCTA5 73933,1601,793,808,977,1393,1266,1357,1085,760,850,904,1049,1013,1085,1429,1284,904,760,832,579,561
ZIP 73937,OK,ZCTA5 73937,175,88,87,1140,199,2279,1556,615,416,615,2279,525,1031,1339,416,416,1339,2370,922,615,0
ZIP 73938,OK,ZCTA5 73938,624,291,333,959,2062,1917,1013,615,326,1049,579,1429,1682,1501,1067,1049,543,1158,380,380,398
ZIP 73939,OK,ZCTA5 73939,1881,1044,837,904,1320,1339,3437,2767,959,1194,850,1266,687,742,941,633,362,289,235,54,127
ZIP 73942,OK,ZCTA5 73942,13236,6803,6433,1537,1447,1266,1212,1212,1447,1429,1700,941,1140,886,1266,760,651,362,362,235,217
ZIP 73944,OK,ZCTA5 73944,427,217,210,724,724,1519,1610,1320,1954,1013,1773,470,1194,1320,1990,1103,253,796,90,90,163
ZIP 73945,OK,ZCTA5 73945,3363,1684,1679,1773,1284,1574,1103,1863,1393,724,561,1013,1266,1773,868,886,615,326,470,416,163
ZIP 73946,OK,ZCTA5 73946,104,56,48,0,868,868,0,868,0,0,2261,868,1917,0,0,1917,2948,0,0,1736,3835
ZIP 73947,OK,ZCTA5 73947,434,232,202,1827,1085,742,579,633,995,705,1085,506,2044,579,1827,1700,1465,868,416,543,452
ZIP 73949,TX,ZCTA5 73949,1439,729,710,1411,1339,1266,1176,904,868,1592,1990,687,1140,1375,959,904,1013,633,181,488,181
ZIP 73950,OK,ZCTA5 73950,1739,866,873,705,1085,1646,1845,1339,995,1176,850,941,1067,1266,1103,1845,669,307,561,362,344
ZIP 73951,OK,ZCTA5 73951,1211,650,561,1284,2189,1592,2062,959,1320,724,1031,1212,977,1140,1339,687,344,506,416,289,36
ZIP 74001,OK,ZCTA5 74001,393,201,192,452,1574,2623,832,868,832,2442,561,687,868,832,651,1103,452,1284,1158,778,90
ZIP 74002,OK,ZCTA5 74002,2271,1123,1148,1357,850,1501,1176,1121,1320,995,651,1049,1049,1103,1537,1049,1121,1067,705,199,217
ZIP 74003,OK,ZCTA5 74003,14546,7095,7451,1519,1212,1302,977,1320,1230,1194,1158,868,1085,1320,1610,941,778,452,452,271,344
ZIP 74006,OK,ZCTA5 74006,26111,12513,13598,977,1140,1284,1194,922,1013,1049,1158,1013,977,1121,1357,1031,1031,922,633,543,705
ZIP 74008,OK,ZCTA5 74008,24290,11875,12415,1483,1700,1592,995,832,1393,1248,1375,1230,1085,959,1158,778,760,579,362,271,307
ZIP 74010,OK,ZCTA5 74010,10786,5397,5389,1320,1302,1556,941,742,904,1339,1049,1031,1320,1212,1085,1284,1049,687,615,434,217
ZIP 74011,OK,ZCTA5 74011,25986,12859,13127,1158,1266,1302,1121,995,1103,1085,1121,1302,1194,1320,1465,1194,778,651,506,307,217
ZIP 74012,OK,ZCTA5 74012,59336,29516,29820,1302,1284,1429,1339,1121,1158,1302,1121,1339,1266,1357,1176,904,633,452,398,235,253
ZIP 74014,OK,ZCTA5 74014,36352,17966,18386,1302,1501,1429,1103,959,1049,1357,1357,1266,1248,1284,1103,1085,868,579,307,163,163
ZIP 74015,OK,ZCTA5 74015,8298,4402,3896,1320,1103,1085,1339,1411,1140,904,1067,1176,1121,1483,1140,1085,814,760,416,470,271
ZIP 74016,OK,ZCTA5 74016,5934,2924,3010,977,1085,1266,1375,1284,904,995,959,959,1266,1682,1447,1248,941,687,470,344,217
ZIP 74017,OK,ZCTA5 74017,27807,13615,14192,995,1176,1140,1302,1230,1176,1140,922,1212,1158,1248,1194,1049,1067,597,561,452,470
ZIP 74019,OK,ZCTA5 74019,18848,9533,9315,1049,1248,1339,1483,1212,1103,959,1158,1176,1230,1393,1121,995,1049,669,434,235,253
ZIP 74020,OK,ZCTA5 74020,7354,3625,3729,1176,977,1357,1158,850,904,778,1067,1194,1266,1465,1483,1158,1103,796,543,525,307
ZIP 74021,OK,ZCTA5 74021,18037,9048,8989,1158,1230,1628,1031,868,1140,1067,1357,1411,1393,1266,1284,832,1013,506,416,253,253
ZIP 74022,OK,ZCTA5 74022,1838,942,896,1230,1031,760,922,1393,1248,760,633,1320,1284,1121,1266,760,1447,1176,868,633,235
ZIP 74023,OK,ZCTA5 74023,12038,6281,5757,1158,1121,1176,1194,1429,1248,1302,1176,941,977,1176,1140,1031,832,742,506,561,326
ZIP 74026,OK,ZCTA5 74026,940,471,469,1121,778,1935,1447,1266,850,1085,886,922,1809,1158,941,1194,1447,488,380,271,127
ZIP 74027,OK,ZCTA5 74027,869,423,446,1140,470,1411,1411,941,561,1067,651,1393,1284,1881,1972,995,1067,543,796,434,54
ZIP 74028,OK,ZCTA5 74028,1763,846,917,1013,850,1121,1302,1194,814,904,1031,1357,1067,1628,1610,1429,1121,597,416,362,253
ZIP 74029,OK,ZCTA5 74029,5359,2435,2924,1393,1103,1429,1483,1284,832,705,1067,1284,995,1393,1320,959,633,289,1140,398,398
ZIP 74030,OK,ZCTA5 74030,3625,1697,1928,1284,1519,1266,1194,850,1230,1284,995,886,850,1085,1248,1574,543,796,760,380,326
ZIP 74032,OK,ZCTA5 74032,2123,1015,1108,687,1556,1899,1881,434,452,886,1212,1158,1700,1483,868,1375,796,796,452,181,271
ZIP 74033,OK,ZCTA5 74033,10758,5014,5744,1610,1176,1736,1194,1393,1266,1465,1375,1248,1067,1447,760,814,470,525,163,181,163
ZIP 74034,OK,ZCTA5 74034,120,65,55,307,1664,1664,1212,307,760,597,2406,904,1954,1809,452,1664,1501,0,0,307,597
ZIP 74035,OK,ZCTA5 74035,4436,2736,1700,1049,995,597,796,1447,1863,1501,922,904,1375,1556,1393,977,850,922,380,326,235
ZIP 74036,OK,ZCTA5 74036,6441,3135,3306,995,1103,1501,1483,1140,778,1013,922,1375,1610,1773,922,959,814,778,434,217,253
ZIP 74037,OK,ZCTA5 74037,15629,7679,7950,1574,1700,1429,1031,778,995,1501,1375,1574,1375,850,1284,742,615,488,271,271,163
ZIP 74038,OK,ZCTA5 74038,2365,1194,1171,742,1393,1483,1085,651,687,1121,1049,1320,2243,1176,1067,1121,977,778,506,289,362
ZIP 74039,OK,ZCTA5 74039,3940,2049,1891,1357,1429,1375,1067,1031,995,1465,995,977,1339,1465,1248,922,1049,633,362,289,127
ZIP 74041,OK,ZCTA5 74041,2329,1179,1150,1972,1501,742,1103,959,1411,1121,959,1302,1320,1176,1212,904,796,868,416,217,90
ZIP 74042,OK,ZCTA5 74042,582,313,269,1212,778,3147,1773,615,1266,941,1158,1031,1718,1031,651,742,959,959,127,0,0
ZIP 74044,OK,ZCTA5 74044,7574,3916,3658,1284,1194,1447,1140,1140,1049,1176,1031,977,1266,1411,995,922,1230,615,579,253,326
ZIP 74045,OK,ZCTA5 74045,408,195,213,760,886,2351,1339,1592,615,850,307,1248,977,2478,525,362,2044,886,398,488,0
ZIP 74046,OK,ZCTA5 74046,138,62,76,778,3147,778,778,1447,922,1447,398,0,3798,525,398,398,1176,1049,253,778,0
ZIP 74047,OK,ZCTA5 74047,6491,3336,3155,1049,1320,1465,1140,1013,941,959,1121,1411,1284,1881,959,1103,814,868,235,235,289
ZIP 74048,OK,ZCTA5 74048,6110,2964,3146,1013,1357,1212,1248,796,1049,959,1013,995,1103,1375,1085,1103,1140,832,724,615,470
ZIP 74050,OK,ZCTA5 74050,398,233,165,1411,362,1592,2225,2587,235,904,1628,1954,814,995,1501,814,0,452,362,235,0
ZIP 74051,OK,ZCTA5 74051,1896,910,986,977,163,1031,1718,832,1103,633,760,1519,669,2695,941,2406,1357,307,705,127,109
ZIP 74052,OK,ZCTA5 74052,1348,613,735,1537,1266,1230,1610,760,1592,724,1537,669,1049,1465,959,1339,724,850,217,452,90
ZIP 74053,OK,ZCTA5 74053,4429,2198,2231,1103,1375,1610,1266,922,1121,1429,1284,1085,1212,1664,669,886,778,687,506,289,145
ZIP 74054,OK,ZCTA5 74054,777,404,373,886,1483,1881,1302,506,742,1682,959,344,760,1230,1230,2243,995,326,1121,0,380
ZIP 74055,OK,ZCTA5 74055,40813,20315,20498,1357,1519,1375,1266,1067,959,1393,1393,1320,1266,1284,1067,959,742,307,289,253,253
ZIP 74056,OK,ZCTA5 74056,5291,2582,2709,1013,724,1248,886,1248,705,904,850,868,1465,1899,1031,1302,1013,1085,778,796,253
ZIP 74058,OK,ZCTA5 74058,4102,2053,2049,1103,1049,1393,1230,724,995,1320,1158,1230,1049,1121,977,1610,1013,814,452,470,362
ZIP 74059,OK,ZCTA5 74059,4993,2639,2354,1375,1103,1556,1375,1773,1556,814,1248,1302,597,1013,1067,1049,922,525,289,145,362
ZIP 74060,OK,ZCTA5 74060,632,286,346,1176,1537,724,724,488,1140,850,633,1176,1266,1411,1194,1067,1574,1972,543,307,307
ZIP 74061,OK,ZCTA5 74061,2110,1043,1067,778,886,1899,832,145,850,1592,543,922,1248,1556,1610,1809,1375,832,561,163,488
ZIP 74062,OK,ZCTA5 74062,864,441,423,1158,1628,579,687,398,579,1375,1013,814,1646,2026,2008,1140,778,615,832,742,54
ZIP 74063,OK,ZCTA5 74063,30458,15159,15299,1067,1085,1393,1339,1067,1085,904,1320,1140,1320,1194,1140,1176,1031,669,488,344,326
ZIP 74066,OK,ZCTA5 74066,31284,15207,16077,1121,1158,1176,1357,1103,1067,1049,1013,1339,1158,1230,1465,995,814,742,579,344,380
ZIP 74068,OK,ZCTA5 74068,51,21,30,1411,362,705,2840,2478,1411,1067,1067,2840,1067,705,1067,705,0,362,0,0,0
ZIP 74070,OK,ZCTA5 74070,14303,7126,7177,1230,1158,1447,1393,1049,1049,1339,959,1212,1465,1339,1212,832,832,543,488,362,199
ZIP 74071,OK,ZCTA5 74071,154,89,65,814,1176,1646,1049,1990,2822,344,109,2225,470,814,941,705,109,344,2460,0,0
ZIP 74072,OK,ZCTA5 74072,1848,1000,848,1140,1140,778,1121,1140,1320,1447,1194,868,1085,1140,1935,977,922,1013,452,235,181
ZIP 74073,OK,ZCTA5 74073,5723,2821,2902,1284,1158,1176,1610,959,995,868,1103,1574,1501,1339,1628,868,633,506,615,163,109
ZIP 74074,OK,ZCTA5 74074,29542,14546,14996,1049,904,922,1519,4341,1483,1158,850,778,868,959,886,687,579,416,217,199,307
ZIP 74075,OK,ZCTA5 74075,24729,12926,11803,977,1067,687,1610,4612,1736,1140,868,597,796,868,705,778,470,380,307,253,217
ZIP 74078,OK,ZCTA5 74078,2817,1466,1351,0,0,0,11992,5209,724,72,90,0,0,0,0,0,0,0,0,0,0
ZIP 74079,OK,ZCTA5 74079,4357,2101,2256,1067,1176,1067,1339,1031,1140,1013,922,796,1556,1465,1158,904,995,922,452,362,705
ZIP 74080,OK,ZCTA5 74080,3232,1610,1622,742,1556,1700,1990,1067,597,705,1049,1103,2008,1320,669,1085,941,868,289,362,18
ZIP 74081,OK,ZCTA5 74081,1761,884,877,814,922,1339,1483,1483,814,1302,651,1031,868,959,2044,886,977,1339,941,127,109
ZIP 74082,OK,ZCTA5 74082,75,28,47,2659,1682,488,724,959,1935,724,0,959,1447,3129,724,724,235,1212,0,488,0
ZIP 74083,OK,ZCTA5 74083,1113,548,565,525,959,1501,1519,1357,850,669,271,1682,1085,1357,1212,1990,1158,561,669,597,145
ZIP 74084,OK,ZCTA5 74084,576,301,275,1031,1320,1375,289,941,814,1013,1031,1103,1320,1700,1447,1718,1103,1140,380,90,289
ZIP 74085,OK,ZCTA5 74085,2485,1230,1255,1574,1085,1194,1140,977,1067,796,1284,886,1103,1230,1284,1230,633,850,651,488,597
ZIP 74103,OK,ZCTA5 74103,1925,1569,356,0,0,0,1176,2568,3455,2695,1881,2406,1755,1067,760,181,145,0,0,0,0
ZIP 74104,OK,ZCTA5 74104,12369,6315,6054,995,832,796,1320,3003,1827,1592,832,868,1067,1176,1103,1103,705,163,235,145,326
ZIP 74105,OK,ZCTA5 74105,26321,12045,14276,1121,922,886,868,1140,1755,1266,1158,1158,1158,1230,1465,1266,922,506,470,362,470
ZIP 74106,OK,ZCTA5 74106,17432,7715,9717,1809,1628,1682,1266,1140,1049,1194,1067,724,1013,1031,1121,959,651,506,488,398,344
ZIP 74107,OK,ZCTA5 74107,19630,9282,10348,1574,1357,1248,1049,1429,1302,1103,1031,1194,1194,1230,1158,977,669,561,452,307,253
ZIP 74108,OK,ZCTA5 74108,6922,3489,3433,1519,1610,1067,1357,850,1302,1266,1375,941,1411,1158,1320,850,778,561,326,217,181
ZIP 74110,OK,ZCTA5 74110,14896,7333,7563,1700,1646,1736,1375,1375,1103,1320,1176,1140,1158,1031,1103,651,506,326,217,253,253
ZIP 74112,OK,ZCTA5 74112,20872,10197,10675,1339,1176,959,1049,1320,1429,1519,1212,1121,1031,1519,1284,941,561,398,380,362,488
ZIP 74114,OK,ZCTA5 74114,16006,7942,8064,941,1049,796,886,760,1320,1320,1411,1103,1067,1375,1212,1646,977,832,434,434,470
ZIP 74115,OK,ZCTA5 74115,23787,11598,12189,1899,1664,1320,1067,1339,1664,1375,1194,995,1067,1067,959,742,633,380,307,235,181
ZIP 74116,OK,ZCTA5 74116,4198,2195,2003,2279,1320,1483,1339,1845,1302,1284,1610,796,1194,579,977,742,434,289,145,253,199
ZIP 74117,OK,ZCTA5 74117,205,101,104,1773,886,0,886,4848,1592,0,886,0,2026,1501,0,1592,1682,434,0,0,0
ZIP 74119,OK,ZCTA5 74119,3426,1819,1607,362,271,488,127,1067,2279,1755,1049,832,1302,1845,2279,1863,922,362,470,253,506
ZIP 74120,OK,ZCTA5 74120,5250,2729,2521,904,922,850,1194,1266,2568,1103,1049,1465,1284,1700,1284,941,633,199,217,199,271
ZIP 74126,OK,ZCTA5 74126,9972,4487,5485,1556,1881,1429,1121,904,1121,1013,922,977,1158,1230,1465,941,995,633,344,289,109
ZIP 74127,OK,ZCTA5 74127,16502,8267,8235,1302,1085,995,1031,1248,1248,1103,1049,1049,1266,1447,1592,1284,669,633,506,307,271
ZIP 74128,OK,ZCTA5 74128,12323,6360,5963,1664,1429,1140,1393,1194,1031,1302,1302,1248,1266,1085,760,850,778,452,470,452,253
ZIP 74129,OK,ZCTA5 74129,19156,9656,9500,1537,1483,1465,959,1031,1429,1357,1501,959,1013,1248,977,814,561,615,380,416,344
ZIP 74130,OK,ZCTA5 74130,1926,932,994,778,1845,1284,1501,760,561,1121,1031,1483,1393,1863,1664,1049,470,525,543,90,145
ZIP 74131,OK,ZCTA5 74131,3291,1770,1521,633,868,1664,995,922,959,597,705,1700,1592,1700,1465,1628,977,904,253,235,307
ZIP 74132,OK,ZCTA5 74132,8096,3906,4190,1447,922,1085,1465,1248,1031,1302,742,1357,1140,1537,1049,1266,832,724,307,380,253
ZIP 74133,OK,ZCTA5 74133,44226,20164,24062,1013,1121,1339,1176,1465,1266,1158,1103,1103,1121,1266,1212,1067,778,687,398,398,398
ZIP 74134,OK,ZCTA5 74134,16937,8667,8270,1592,1863,1610,1375,959,1429,1574,1085,1465,1230,941,977,796,488,271,163,145,163
ZIP 74135,OK,ZCTA5 74135,21418,10029,11389,1140,1158,814,814,1121,1501,1465,1176,850,995,1375,1284,1013,760,778,579,597,651
ZIP 74136,OK,ZCTA5 74136,30811,14364,16447,1158,868,904,1393,2279,1700,1302,922,832,904,1140,1067,1031,778,416,452,452,506
ZIP 74137,OK,ZCTA5 74137,26814,13021,13793,904,995,1501,1501,1140,922,705,1085,1049,1284,1682,1411,1248,959,597,398,326,398
ZIP 74145,OK,ZCTA5 74145,18131,8793,9338,1194,941,1049,1447,1519,1429,941,1049,1176,1339,1212,1176,778,814,615,615,452,362
ZIP 74146,OK,ZCTA5 74146,14692,7345,7347,1628,1827,1556,1248,1429,1935,1809,1393,1031,778,886,669,651,452,326,181,163,127
ZIP 74301,OK,ZCTA5 74301,12181,6223,5958,941,977,1194,1121,1067,1013,959,1013,1121,1429,1556,1176,1031,959,868,633,579,434
ZIP 74330,OK,ZCTA5 74330,2975,1385,1590,1556,1610,1230,1140,579,1483,1230,1176,922,959,1103,1357,1556,561,579,271,398,380
ZIP 74331,OK,ZCTA5 74331,6568,3402,3166,814,1085,1140,850,687,959,705,868,850,1049,1339,1230,1954,1592,1121,1013,615,253
ZIP 74332,OK,ZCTA5 74332,1528,845,683,760,687,1320,1085,380,362,452,995,1248,1519,1700,1465,2171,1085,1537,633,253,434
ZIP 74333,OK,ZCTA5 74333,1185,626,559,1320,1121,1899,1049,1284,778,1357,1610,1121,922,941,1194,1302,922,452,235,199,416
ZIP 74337,OK,ZCTA5 74337,5590,2997,2593,1718,1158,1013,1176,1411,1140,850,1302,1067,1121,1266,1519,796,1013,633,398,235,271
ZIP 74338,OK,ZCTA5 74338,5303,2652,2651,1067,1393,1357,1121,1085,1248,959,1176,1140,1447,1194,1158,977,995,651,597,344,181
ZIP 74339,OK,ZCTA5 74339,2643,1210,1433,1501,1266,1302,1194,1411,1103,1013,760,1085,1447,832,995,886,904,814,832,362,362
ZIP 74340,OK,ZCTA5 74340,168,84,84,1393,109,0,543,1827,109,543,868,1284,1393,651,1501,2044,2804,1827,651,109,434
ZIP 74342,OK,ZCTA5 74342,2988,1435,1553,615,1031,977,1574,543,977,615,760,1176,995,1031,1266,1429,2948,742,868,253,326
ZIP 74343,OK,ZCTA5 74343,2864,1496,1368,1121,850,995,959,1067,1049,778,832,1140,1447,1067,1501,1248,1501,1357,796,271,127
ZIP 74344,OK,ZCTA5 74344,14480,7198,7282,941,959,922,922,687,525,868,669,886,959,1393,1574,1700,1393,1592,995,687,416
ZIP 74346,OK,ZCTA5 74346,7756,3837,3919,995,1266,1393,1393,1121,1031,1013,941,1302,1574,1465,1140,1121,742,868,344,163,217
ZIP 74347,OK,ZCTA5 74347,2999,1335,1664,506,1103,1375,2062,977,1049,1320,1393,995,796,1212,1646,796,1230,470,579,398,145
ZIP 74349,OK,ZCTA5 74349,344,141,203,796,1320,1519,1049,1375,1049,886,687,579,687,470,941,3147,1375,1628,307,0,271
ZIP 74350,OK,ZCTA5 74350,797,354,443,1140,959,977,2026,1085,452,687,687,1447,1320,1429,1194,724,922,1067,1013,452,506
ZIP 74352,OK,ZCTA5 74352,6946,3336,3610,1103,1465,1248,1067,1718,1176,959,742,1158,1483,1519,1176,832,850,651,398,344,163
ZIP 74354,OK,ZCTA5 74354,18207,8765,9442,1176,1158,1284,1537,1302,1031,1031,1067,1013,1085,1194,1103,995,814,742,669,488,362
ZIP 74358,OK,ZCTA5 74358,212,113,99,1103,760,941,1103,2731,597,1791,1537,597,1791,1791,90,253,1284,597,0,434,687
ZIP 74359,OK,ZCTA5 74359,706,377,329,724,1990,1827,1718,1031,724,1103,1302,1248,1610,1212,724,1031,633,796,181,181,72
ZIP 74360,OK,ZCTA5 74360,30,7,23,0,0,0,0,0,0,0,0,0,0,0,12662,3021,0,0,0,0,2406
ZIP 74361,OK,ZCTA5 74361,16722,8439,8283,1230,1212,1501,1339,922,1049,1266,1284,995,1031,1212,1085,1121,959,669,434,326,434
